,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
5223,61,Private,73809,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5224,51,Private,193720,College,13,Married,White-collar,Husband,White,Male,0,0,45,US,>50K
5225,43,Private,316183,Middle-school,4,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5226,51,Private,162944,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5227,50,Govt,186888,High-school,9,Married,White-collar,Wife,Black,Female,0,0,40,US,>50K
5228,27,null,330132,High-school,9,Single,null,Not-in-family,White,Female,0,0,25,US,<50K
5229,24,Private,192017,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,30,US,<50K
5230,20,Govt,161978,Some-college,10,Married,Service/Manual,Husband,White,Male,0,0,20,US,<50K
5231,52,Private,202930,College,13,Separated,White-collar,Not-in-family,White,Male,0,0,40,US,>50K
5232,57,Govt,323309,Middle-school,4,Separated,Service/Manual,Not-in-family,White,Male,0,0,40,US,<50K
5233,49,Self_emp,197332,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,60,US,<50K
5234,42,Self_emp,204033,College,13,Married,Clerical/Sales,Wife,White,Female,0,0,35,Non-US,<50K
5235,22,Private,271274,High-school,7,Single,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5236,38,Private,174242,Some-college,10,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
5237,21,Private,209483,Some-college,10,Single,Clerical/Sales,Own-child,White,Female,0,0,20,US,<50K
5238,39,Govt,99146,College,13,Married,Blue-collar,Husband,White,Male,0,1887,60,US,>50K
5239,52,Self_emp,102346,Some-college,10,Single,White-collar,Own-child,White,Female,0,0,35,US,<50K
5240,25,Private,181666,Some-college,12,Single,White-collar,Own-child,White,Female,0,0,40,US,<50K
5241,50,Private,207367,Some-college,10,Married,Service/Manual,Not-in-family,White,Female,0,0,40,Non-US,<50K
5242,35,Govt,82622,Some-college,10,Married,White-collar,Husband,White,Male,0,0,80,US,<50K
5243,50,Private,202296,Some-college,11,Separated,White-collar,Unmarried,White,Female,0,0,40,US,<50K
5244,58,Private,142182,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,25,US,<50K
5245,48,Govt,94342,College,13,Separated,White-collar,Not-in-family,White,Male,0,0,45,US,<50K
5246,30,Private,41493,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,35,Non-US,<50K
5247,18,Private,181712,High-school,7,Single,Blue-collar,Own-child,White,Male,0,0,12,US,<50K
5248,29,Self_emp,164607,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5249,52,Self_emp,41496,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,45,US,<50K
5250,63,Private,143098,High-school,9,Married,Clerical/Sales,Husband,White,Male,4064,0,40,US,<50K
5251,36,Govt,196529,College,14,Married,White-collar,Wife,White,Female,0,0,40,US,>50K
5252,24,Private,157332,Some-college,10,Single,Blue-collar,Own-child,White,Female,0,0,42,US,<50K
5253,30,Govt,154935,Some-college,12,Single,Blue-collar,Not-in-family,Black,Male,0,0,40,US,<50K
5254,23,Private,223231,High-school,9,Married,Blue-collar,Husband,Other,Male,0,0,40,Non-US,<50K
5255,35,null,253860,High-school,9,Separated,null,Unmarried,White,Female,0,0,20,US,<50K
5256,21,Private,362589,College,13,Single,Service/Manual,Own-child,White,Female,0,0,20,US,<50K
5257,28,Private,94880,Some-college,10,Single,Blue-collar,Not-in-family,White,Male,0,0,43,Non-US,<50K
5258,20,Private,309580,High-school,9,Single,Clerical/Sales,Own-child,White,Male,0,0,40,US,<50K
5259,18,Private,130389,High-school,7,Single,Service/Manual,Own-child,White,Male,0,0,20,Non-US,<50K
5260,21,Private,349365,Some-college,10,Single,Clerical/Sales,Own-child,White,Female,0,0,15,US,<50K
5261,27,Private,376936,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
5262,42,Private,179557,Some-college,10,Separated,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
5263,21,Private,105577,Some-college,10,Single,Service/Manual,Own-child,White,Female,0,0,30,US,<50K
5264,51,Private,224207,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,>50K
5265,27,Govt,47907,College,13,Single,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5266,23,Self_emp,191283,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
5267,57,Private,20953,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,1902,40,US,>50K
5268,22,Govt,186569,College,13,Single,White-collar,Own-child,White,Female,0,0,12,US,<50K
5269,59,Private,43221,High-school,5,Married,Blue-collar,Husband,White,Male,0,0,60,US,>50K
5270,38,Private,161141,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
5271,20,Private,203003,High-school,9,Single,Blue-collar,Other-relative,White,Male,0,0,40,US,<50K
5272,90,Private,141758,High-school,5,Single,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5273,35,Private,113322,Some-college,11,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
5274,50,Private,343847,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,38,US,>50K
5275,45,Private,214068,College,16,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
5276,44,Private,116632,College,14,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
5277,23,Private,240160,Some-college,12,Single,White-collar,Own-child,White,Male,0,0,40,US,<50K
5278,34,Private,516337,High-school,7,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,<50K
5279,23,Self_emp,284651,College,13,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,43,US,<50K
5280,39,Govt,141420,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5281,19,Private,42750,Some-college,10,Single,Blue-collar,Not-in-family,White,Male,0,0,55,US,<50K
5282,54,Private,165278,Some-college,10,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
5283,40,Private,167265,College,14,Separated,White-collar,Not-in-family,White,Male,0,0,43,US,<50K
5284,44,Private,139907,Some-college,10,Single,Clerical/Sales,Own-child,White,Male,0,0,50,US,<50K
5285,31,Self_emp,236415,Some-college,10,Married,Clerical/Sales,Wife,White,Female,0,0,20,US,>50K
5286,25,Private,312966,High-school,5,Separated,Blue-collar,Other-relative,White,Male,0,0,40,Non-US,<50K
5287,33,Private,118941,College,13,Married,White-collar,Wife,White,Female,0,0,32,US,>50K
5288,32,Private,198068,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,60,US,<50K
5289,36,Private,373952,High-school,6,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5290,47,Self_emp,236111,Some-college,10,Married,White-collar,Husband,Other,Male,0,0,55,US,>50K
5291,80,Private,157778,College,14,Separated,White-collar,Not-in-family,White,Female,0,0,10,US,<50K
5292,21,Private,143604,Some-college,10,Single,Clerical/Sales,Own-child,White,Female,0,0,8,US,<50K
5293,35,Self_emp,319831,Some-college,10,Married,Service/Manual,Husband,White,Male,0,0,60,US,<50K
5294,77,null,132728,College,14,Separated,null,Not-in-family,White,Male,0,0,45,US,<50K
5295,30,Private,137606,High-school,9,Married,Blue-collar,Husband,White,Male,5013,0,40,US,<50K
5296,35,null,61343,High-school,9,Married,null,Husband,White,Male,0,0,40,US,<50K
5297,49,Private,268234,Middle-school,4,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5298,33,Private,100135,High-school,9,Married,Clerical/Sales,Wife,White,Female,0,1740,25,US,<50K
5299,53,Self_emp,34973,Some-college,10,Married,Service/Manual,Husband,White,Male,0,0,45,US,<50K
5300,41,Private,323790,High-school,9,Separated,Blue-collar,Unmarried,White,Male,0,0,55,US,<50K
5301,57,Private,319733,College,13,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,>50K
5302,21,null,180339,Some-college,10,Single,null,Own-child,White,Female,0,0,25,US,<50K
5303,19,Private,125591,Some-college,10,Single,Service/Manual,Own-child,White,Female,0,0,40,US,<50K
5304,28,Private,60772,College,13,Single,White-collar,Own-child,White,Female,0,0,45,US,<50K
5305,42,Govt,74680,College,14,Separated,Clerical/Sales,Not-in-family,White,Male,0,2001,60,US,<50K
5306,29,Self_emp,141185,Some-college,10,Married,Service/Manual,Husband,White,Male,0,0,55,US,<50K
5307,38,null,204668,Some-college,11,Separated,null,Unmarried,White,Female,0,0,25,US,<50K
5308,26,Private,273792,Some-college,10,Single,Service/Manual,Own-child,White,Male,0,0,20,US,<50K
5309,41,Private,70037,Some-college,10,Single,Blue-collar,Unmarried,White,Male,0,3004,60,Non-US,>50K
5310,40,Private,343068,Some-college,10,Separated,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
5311,36,Self_emp,177907,College,16,Single,White-collar,Not-in-family,White,Male,0,0,40,US,>50K
5312,28,Private,144063,High-school,9,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
5313,25,Self_emp,257574,College,13,Single,Clerical/Sales,Not-in-family,Black,Female,0,0,20,US,<50K
5314,42,Self_emp,67065,High-school,9,Married,Service/Manual,Husband,White,Male,0,0,60,US,<50K
5315,32,Private,183356,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
5316,32,Private,152940,Some-college,12,Single,Clerical/Sales,Own-child,White,Male,0,0,30,US,<50K
5317,37,Private,227128,Middle-school,3,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5318,39,Govt,45607,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,56,US,<50K
5319,49,Private,155489,College,13,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5320,28,null,230704,High-school,9,Single,null,Not-in-family,Black,Male,0,0,40,US,<50K
5321,24,null,267955,High-school,5,Single,null,Own-child,White,Female,0,0,20,US,<50K
5322,19,Private,165115,High-school,9,Single,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5323,31,Private,49923,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5324,40,Private,272240,High-school,9,Separated,Blue-collar,Not-in-family,White,Female,0,0,40,US,<50K
5325,29,Private,255476,Middle-school,4,Single,Blue-collar,Own-child,White,Male,0,0,30,Non-US,<50K
5326,59,Private,194290,High-school,9,Married,Service/Manual,Husband,White,Male,0,0,48,US,<50K
5327,52,Private,145548,Some-college,12,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
5328,27,Private,175262,College,13,Single,White-collar,Own-child,White,Male,0,0,40,US,<50K
5329,45,Govt,37306,College,13,Married,White-collar,Husband,White,Male,0,0,45,US,>50K
5330,58,Private,137547,College,13,Married,Service/Manual,Husband,Asian-Pac-Islander,Male,0,0,40,Non-US,<50K
5331,53,Private,276515,College,13,Single,White-collar,Own-child,White,Male,0,0,40,Non-US,<50K
5332,23,Private,174626,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,25,US,<50K
5333,35,Private,215310,High-school,7,Separated,Blue-collar,Other-relative,White,Male,0,0,40,US,<50K
5334,49,Private,332355,High-school,9,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
5335,49,Private,204057,Some-college,12,Separated,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
5336,25,Private,391591,High-school,8,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
5337,47,Private,169092,College,14,Separated,White-collar,Unmarried,White,Female,0,0,50,US,>50K
5338,28,Private,230743,Some-college,12,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5339,20,Private,190963,Some-college,10,Single,White-collar,Not-in-family,White,Female,0,0,30,US,<50K
5340,74,null,204840,Middle-school,3,Married,null,Husband,White,Male,0,0,56,Non-US,<50K
5341,19,Private,169853,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,24,US,<50K
5342,28,Private,212091,High-school,9,Married,Blue-collar,Husband,White,Male,2580,0,40,US,<50K
5343,31,Private,202822,Some-college,10,Separated,Clerical/Sales,Unmarried,Black,Female,0,0,40,US,<50K
5344,61,null,226989,Some-college,10,Married,null,Not-in-family,White,Male,0,0,40,US,<50K
5345,30,Private,140011,Some-college,11,Married,Blue-collar,Husband,White,Male,0,0,53,US,<50K
5346,20,null,432376,Some-college,10,Single,null,Own-child,White,Male,0,0,40,Non-US,<50K
5347,35,Private,90273,Middle-school,4,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,>50K
5348,23,Private,224424,College,13,Single,Service/Manual,Own-child,White,Male,0,0,40,US,<50K
5349,25,Private,168943,College,13,Married,White-collar,Wife,White,Female,0,0,30,US,>50K
5350,19,Private,571853,High-school,9,Single,Service/Manual,Own-child,White,Male,0,0,30,US,<50K
5351,30,Private,156464,College,14,Single,White-collar,Not-in-family,White,Male,0,0,45,US,>50K
5352,26,Private,108542,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,35,US,<50K
5353,34,Govt,194325,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,45,US,<50K
5354,49,Private,114797,College,13,Separated,White-collar,Unmarried,Black,Female,0,0,40,US,<50K
5355,35,Private,40135,Some-college,10,Married,Blue-collar,Husband,White,Male,0,2042,40,US,<50K
5356,38,Private,204756,High-school,9,Single,Clerical/Sales,Own-child,White,Female,0,0,40,US,<50K
5357,36,Private,228190,High-school,9,Married,Blue-collar,Husband,Black,Male,0,0,20,US,<50K
5358,33,Private,163392,High-school,9,Married,White-collar,Husband,Amer-Indian-Eskimo,Male,0,0,48,US,>50K
5359,54,Private,138845,Some-college,10,Single,Service/Manual,Not-in-family,White,Female,0,0,40,US,<50K
5360,19,Govt,169853,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
5361,18,Un_emp,206359,High-school,6,Single,null,Own-child,White,Male,0,0,40,US,<50K
5362,60,Private,224097,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5363,28,Self_emp,160786,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
5364,43,Self_emp,190044,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
5365,49,Govt,145290,Middle-school,3,Married,Service/Manual,Husband,White,Male,0,0,40,US,<50K
5366,25,Private,120268,College,13,Single,White-collar,Own-child,White,Male,0,0,70,US,<50K
5367,17,Private,327434,High-school,6,Single,Clerical/Sales,Own-child,White,Male,0,0,20,US,<50K
5368,41,Self_emp,218302,College,13,Married,Clerical/Sales,Husband,White,Male,0,0,60,US,>50K
5369,30,Private,1184622,Some-college,10,Married,Blue-collar,Husband,Black,Male,0,0,35,US,<50K
5370,90,Govt,227796,College,14,Married,White-collar,Husband,White,Male,20051,0,60,US,>50K
5371,25,Private,206343,High-school,9,Single,Blue-collar,Other-relative,White,Male,0,0,40,US,<50K
5372,27,Private,36851,Some-college,11,Married,Clerical/Sales,Husband,White,Male,0,0,35,US,<50K
5373,29,Private,148550,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5374,55,Private,157079,Some-college,10,Married,Blue-collar,Husband,Black,Male,0,0,40,Non-US,>50K
5375,31,Govt,142470,College,13,Single,White-collar,Not-in-family,Black,Female,0,0,40,US,<50K
5376,43,Private,86750,Some-college,11,Married,Blue-collar,Husband,White,Male,0,0,99,US,<50K
5377,63,Private,361631,College,14,Separated,White-collar,Not-in-family,White,Female,0,0,40,US,>50K
5378,46,Private,163229,Middle-school,4,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5379,59,Private,179594,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
5380,42,Private,254773,College,13,Married,White-collar,Wife,Black,Female,0,0,50,US,>50K
5381,26,Private,58065,College,13,Single,Clerical/Sales,Not-in-family,White,Female,0,0,20,US,<50K
5382,26,Private,205428,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,45,US,<50K
5383,20,null,41183,Some-college,10,Single,null,Own-child,White,Female,0,0,30,US,<50K
5384,19,null,308064,High-school,9,Single,null,Not-in-family,Black,Female,0,0,40,US,<50K
5385,61,Private,173924,High-school,5,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,Non-US,>50K
5386,23,Govt,142547,High-school,9,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
5387,24,Private,119704,High-school,9,Married,Clerical/Sales,Wife,White,Female,0,0,40,US,<50K
5388,35,Private,275364,College,13,Separated,White-collar,Unmarried,White,Male,7430,0,40,Non-US,>50K
5389,42,Self_emp,207392,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,12,US,<50K
5390,31,Private,147215,High-school,8,Separated,Service/Manual,Unmarried,White,Female,0,0,21,US,<50K
5391,31,Private,101562,High-school,9,Married,Blue-collar,Wife,White,Female,0,0,55,US,<50K
5392,63,Private,216413,College,13,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,25,US,<50K
5393,29,Govt,188986,Some-college,11,Single,White-collar,Not-in-family,White,Female,0,1590,64,US,<50K
5394,43,Govt,52849,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
5395,22,Private,304710,College,13,Single,Clerical/Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,10,Non-US,<50K
5396,17,Private,265657,High-school,7,Single,Service/Manual,Own-child,White,Male,0,0,25,US,<50K
5397,23,Self_emp,258298,College,13,Single,Clerical/Sales,Own-child,White,Male,0,2231,40,US,>50K
5398,35,Private,360814,High-school,5,Separated,Blue-collar,Not-in-family,White,Male,0,0,45,US,<50K
5399,32,Private,53260,High-school,9,Separated,Service/Manual,Unmarried,Other,Female,0,0,28,US,<50K
5400,50,Self_emp,127315,College,13,Married,White-collar,Husband,White,Male,15024,0,60,US,>50K
5401,25,Private,233777,High-school,9,Single,Blue-collar,Other-relative,White,Male,0,0,40,Non-US,<50K
5402,26,Govt,197530,College,14,Married,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
5403,32,Private,340940,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
5404,29,Private,88432,Some-college,11,Married,Blue-collar,Husband,White,Male,0,0,50,US,<50K
5405,57,Private,183810,Some-college,10,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
5406,90,Private,51744,College,14,Single,White-collar,Not-in-family,Black,Male,0,0,50,US,>50K
5407,35,Private,175614,Some-college,11,Separated,White-collar,Unmarried,White,Female,0,0,40,US,>50K
5408,31,Self_emp,235237,Some-college,10,Married,Clerical/Sales,Husband,Black,Male,0,0,60,US,>50K
5409,60,Private,227266,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,33,US,<50K
5410,21,Private,146499,Some-college,11,Married,Clerical/Sales,Other-relative,White,Female,0,1579,40,US,<50K
5411,71,Govt,337064,College,14,Separated,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
5412,22,Private,141003,Some-college,11,Single,Service/Manual,Own-child,White,Male,0,0,30,US,<50K
5413,50,Govt,117791,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5414,37,Private,172846,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,45,US,>50K
5415,23,Private,73514,High-school,9,Single,Clerical/Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,Non-US,<50K
5416,74,Private,211075,High-school,9,Married,Service/Manual,Husband,White,Male,0,0,30,US,<50K
5417,67,Private,197816,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,1844,70,US,<50K
5418,59,Private,43221,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,43,US,>50K
5419,28,Private,183780,High-school,9,Married,Blue-collar,Husband,White,Male,0,1740,40,US,<50K
5420,45,Private,26781,High-school,9,Married,Service/Manual,Husband,Amer-Indian-Eskimo,Male,0,0,40,US,<50K
5421,63,Self_emp,271550,Some-college,10,Married,Service/Manual,Husband,White,Male,0,0,20,US,<50K
5422,39,Private,250157,College,13,Single,White-collar,Not-in-family,White,Female,0,0,63,US,<50K
5423,33,Govt,913447,Some-college,10,Separated,Service/Manual,Unmarried,Black,Female,0,0,40,US,<50K
5424,32,Private,153078,College,13,Single,Service/Manual,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Non-US,<50K
5425,34,Private,181091,College,13,Married,White-collar,Husband,White,Male,0,1977,45,US,>50K
5426,39,Private,231491,High-school,9,Single,Blue-collar,Other-relative,White,Male,0,0,40,US,<50K
5427,29,Govt,95423,College,14,Married,Clerical/Sales,Husband,White,Male,0,0,36,US,<50K
5428,22,Private,234663,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5429,53,Private,283602,College,13,Separated,Clerical/Sales,Not-in-family,White,Female,13550,0,43,US,>50K
5430,46,Private,328669,Some-college,11,Married,Blue-collar,Husband,White,Male,0,0,42,US,<50K
5431,51,Private,143741,Some-college,10,Married,Service/Manual,Wife,White,Female,0,0,40,US,>50K
5432,44,Private,83508,College,15,Separated,White-collar,Not-in-family,White,Female,2354,0,99,US,<50K
5433,56,Govt,81954,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5434,27,Private,261375,College,13,Single,Clerical/Sales,Own-child,Black,Female,0,0,40,US,<50K
5435,52,Private,310045,High-school,5,Married,Blue-collar,Not-in-family,Asian-Pac-Islander,Female,0,0,30,Non-US,<50K
5436,39,Private,316211,College,13,Single,White-collar,Not-in-family,White,Male,0,0,40,US,>50K
5437,45,Govt,88564,Some-college,10,Married,White-collar,Husband,White,Male,7688,0,40,US,>50K
5438,37,Private,61299,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,45,US,<50K
5439,33,Private,113364,High-school,9,Separated,Clerical/Sales,Own-child,White,Male,0,0,40,US,<50K
5440,35,null,476573,High-school,9,Single,null,Not-in-family,White,Female,0,0,4,US,<50K
5441,46,Private,267107,Middle-school,3,Married,Blue-collar,Wife,White,Female,0,0,45,Non-US,<50K
5442,35,Private,48123,High-school,8,Married,Blue-collar,Wife,White,Female,0,0,50,US,<50K
5443,33,Private,214635,High-school,9,Married,White-collar,Husband,Black,Male,0,0,50,US,<50K
5444,48,Private,115585,College,13,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
5445,32,Private,194141,High-school,9,Separated,Blue-collar,Own-child,White,Male,0,0,50,US,<50K
5446,18,null,23233,High-school,6,Single,null,Own-child,White,Male,0,0,40,US,<50K
5447,20,Private,89991,Some-college,10,Single,Service/Manual,Own-child,White,Female,0,0,32,US,<50K
5448,35,Private,101709,High-school,9,Single,Blue-collar,Own-child,Asian-Pac-Islander,Male,0,0,60,US,<50K
5449,19,Private,237455,High-school,9,Single,Blue-collar,Own-child,White,Female,0,0,25,US,<50K
5450,21,Private,206492,High-school,9,Single,Clerical/Sales,Own-child,White,Female,0,0,40,Non-US,<50K
5451,56,Private,28729,High-school,7,Separated,Blue-collar,Not-in-family,White,Female,0,0,40,US,<50K
5452,28,Private,153475,College,13,Single,Clerical/Sales,Own-child,White,Female,0,0,16,Non-US,<50K
5453,45,Private,275517,High-school,9,Separated,Blue-collar,Unmarried,White,Female,0,0,40,US,<50K
5454,32,Private,128002,Some-college,11,Married,Clerical/Sales,Wife,White,Female,0,0,45,US,<50K
5455,44,Private,175485,College,13,Married,Blue-collar,Husband,White,Male,0,0,12,US,<50K
5456,55,Private,189664,High-school,9,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
5457,34,Private,209808,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,>50K
5458,33,Private,176992,College,14,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
5459,36,Private,154669,College,13,Single,White-collar,Own-child,White,Male,0,0,55,US,<50K
5460,25,Private,191271,High-school,9,Single,Clerical/Sales,Own-child,White,Female,0,0,40,US,<50K
5461,28,Private,375482,College,13,Single,Clerical/Sales,Not-in-family,White,Male,0,0,40,US,<50K
5462,39,Private,102953,College,13,Married,Clerical/Sales,Husband,White,Male,7298,0,55,US,>50K
5463,53,Private,169182,High-school,6,Married,Blue-collar,Not-in-family,White,Female,0,0,40,Non-US,<50K
5464,47,Private,184005,High-school,9,Separated,White-collar,Not-in-family,Amer-Indian-Eskimo,Female,3325,0,45,US,<50K
5465,49,Self_emp,30751,Some-college,11,Separated,White-collar,Not-in-family,White,Male,0,0,60,US,<50K
5466,22,Private,145477,High-school,9,Single,Blue-collar,Own-child,Amer-Indian-Eskimo,Male,0,0,40,US,<50K
5467,31,Private,91964,Some-college,10,Single,Clerical/Sales,Other-relative,White,Male,0,0,40,US,<50K
5468,44,Self_emp,49249,Some-college,10,Separated,Service/Manual,Unmarried,White,Male,0,0,80,US,<50K
5469,19,Private,218956,High-school,9,Single,White-collar,Own-child,White,Male,0,0,40,US,<50K
5470,37,Self_emp,241306,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
5471,60,null,251572,High-school,9,Separated,null,Not-in-family,White,Male,0,0,35,Non-US,<50K
5472,23,Private,319842,Some-college,10,Single,Blue-collar,Own-child,White,Male,0,0,25,US,<50K
5473,44,Private,332401,College,15,Married,White-collar,Husband,White,Male,99999,0,65,US,>50K
5474,54,Govt,182388,High-school,9,Married,Service/Manual,Wife,White,Female,0,0,35,US,<50K
5475,23,Private,205939,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,38,US,<50K
5476,21,Private,203914,Some-college,10,Single,Service/Manual,Own-child,White,Female,0,0,10,US,<50K
5477,19,Govt,156294,Some-college,10,Single,White-collar,Own-child,White,Male,0,0,25,US,<50K
5478,51,Private,254211,College,13,Married,Blue-collar,Husband,White,Male,0,0,20,US,>50K
5479,41,Private,151504,College,13,Married,White-collar,Husband,White,Male,7688,0,50,US,>50K
5480,61,Private,85548,Some-college,10,Married,White-collar,Husband,White,Male,15024,0,18,US,>50K
5481,19,Self_emp,30800,High-school,6,Married,Clerical/Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,US,<50K
5482,22,Private,131230,College,13,Single,Clerical/Sales,Own-child,White,Male,0,0,40,US,<50K
5483,22,Private,61850,High-school,9,Single,Service/Manual,Not-in-family,White,Female,0,0,40,US,<50K
5484,49,Private,227800,Middle-school,4,Married,White-collar,Husband,White,Male,0,0,32,US,<50K
5485,35,Private,133454,High-school,6,Separated,Blue-collar,Not-in-family,White,Male,0,0,50,US,<50K
5486,38,Private,104094,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
5487,29,Private,105422,High-school,9,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
5488,56,Private,142182,Some-college,11,Married,Blue-collar,Husband,White,Male,0,0,45,US,>50K
5489,41,Private,336643,Some-college,10,Separated,White-collar,Not-in-family,White,Female,0,0,80,US,<50K
5490,62,Self_emp,200577,College,14,Married,Clerical/Sales,Husband,White,Male,0,0,45,US,>50K
5491,27,Private,208703,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,Non-US,<50K
5492,55,null,193895,High-school,9,Separated,null,Not-in-family,White,Female,0,0,40,Non-US,<50K
5493,25,Private,272428,High-school,9,Single,Clerical/Sales,Not-in-family,White,Male,4416,0,42,US,<50K
5494,33,Private,56701,College,13,Married,White-collar,Husband,White,Male,15024,0,75,US,>50K
5495,26,Private,288592,High-school,9,Single,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5496,43,Private,266439,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,45,US,<50K
5497,53,Govt,276868,College,14,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,>50K
5498,43,Private,131435,College,13,Separated,Service/Manual,Not-in-family,White,Female,0,0,40,US,<50K
5499,56,Private,175127,High-school,9,Separated,Blue-collar,Unmarried,White,Male,0,0,35,US,<50K
